55,10000,1,0,0,0,0,0,0,0
54,9883,2,0,0,0,0,0,0,0
54,9767,0,1,0,0,0,0,0,0
53,9651,1,1,0,0,0,0,0,0
53,9536,0,0,1,0,0,0,0,0
53,9422,1,0,1,0,0,0,0,0
52,9308,0,0,0,1,0,0,0,0
52,9195,1,0,0,1,0,0,0,0
52,9083,0,0,0,0,1,0,0,0
52,8971,1,0,0,0,1,0,0,0
51,8860,0,0,1,1,0,0,0,0
51,8750,0,1,0,0,1,0,0,0
51,8640,1,1,0,0,1,0,0,0
51,8531,0,0,1,0,1,0,0,0
51,8423,1,0,1,0,1,0,0,0
50,8315,0,0,0,1,1,0,0,0
50,8208,1,0,0,1,1,0,0,0
50,8102,1,1,1,0,1,0,0,0
50,7996,0,0,0,0,0,1,0,0
50,7891,1,0,0,0,0,1,0,0
50,7787,0,0,1,1,1,0,0,0
49,7683,0,1,0,0,0,1,0,0
49,7580,1,1,0,0,0,1,0,0
49,7478,0,0,1,0,0,1,0,0
49,7376,1,0,1,0,0,1,0,0
49,7275,0,0,0,1,0,1,0,0
49,7175,1,0,0,1,0,1,0,0
49,7075,1,1,1,0,0,1,0,0
48,6976,0,0,0,0,0,0,1,0
48,6878,1,0,0,0,0,0,1,0
48,6780,0,0,1,1,0,1,0,0
48,6683,0,1,0,0,0,0,1,0
48,6587,1,1,0,0,0,0,1,0
48,6491,0,0,1,0,0,0,1,0
48,6396,1,0,1,0,0,0,1,0
48,6302,0,0,0,1,0,0,1,0
47,6208,1,0,0,1,0,0,1,0
47,6115,1,1,1,0,0,0,1,0
47,6023,0,0,0,0,0,1,1,0
47,5931,1,0,0,0,0,1,1,0
47,5840,0,0,1,1,0,1,0,0
47,5750,0,1,0,0,0,1,1,0
47,5660,1,1,0,0,0,1,1,0
47,5571,0,0,1,0,0,1,1,0
47,5483,1,0,1,0,0,1,1,0
46,5395,0,0,0,1,0,1,1,0
46,5308,1,0,0,1,0,1,1,0
46,5222,1,1,1,0,0,1,1,0
46,5136,0,0,0,0,0,0,0,1
46,5051,1,0,0,0,0,0,0,1
46,4967,0,0,1,1,0,1,1,0
46,4884,0,1,0,0,0,0,0,1
46,4801,1,1,0,0,0,0,0,1
46,4719,0,0,1,0,0,0,0,1
46,4638,1,0,1,0,0,0,0,1
45,4557,0,0,0,1,0,0,0,1
45,4477,1,0,0,1,0,0,0,1
45,4398,1,1,1,0,0,0,0,1
45,4319,0,0,0,0,1,0,0,1
45,4241,1,0,0,0,1,0,0,1
45,4164,0,0,1,1,0,0,0,1
45,4087,0,1,0,0,1,0,0,1
45,4011,1,1,0,0,1,0,0,1
45,3936,0,0,1,0,1,0,0,1
45,3861,1,0,1,0,1,0,0,1
45,3787,0,0,0,1,1,0,0,1
44,3714,1,0,0,1,1,0,0,1
44,3641,1,1,1,0,1,0,0,1
44,3569,0,0,0,0,0,1,0,1
44,3498,1,0,0,0,0,1,0,1
44,3427,0,0,1,1,0,0,0,1
44,3357,0,1,0,0,0,1,0,1
44,3288,1,1,0,0,0,1,0,1
44,3219,0,0,1,0,0,1,0,1
44,3151,1,0,1,0,0,1,0,1
44,3084,0,0,0,1,0,1,0,1
44,3017,1,0,0,1,0,1,0,1
44,2951,1,1,1,0,0,1,0,1
43,2886,0,0,0,0,0,0,1,1
43,2821,1,0,0,0,0,0,1,1
43,2757,0,0,1,1,0,0,0,1
43,2694,0,1,0,0,0,0,1,1
43,2631,1,1,0,0,0,0,1,1
43,2569,0,0,1,0,0,0,1,1
43,2508,1,0,1,0,0,0,1,1
43,2447,0,0,0,1,0,0,1,1
43,2387,1,0,0,1,0,0,1,1
43,2328,1,1,1,0,0,0,1,1
43,2269,0,0,0,0,1,0,1,1
43,2211,1,0,0,0,1,0,1,1
43,2154,0,0,1,1,0,0,1,1
42,2097,0,1,0,0,1,0,1,1
42,2041,1,1,0,0,1,0,1,1
42,1986,0,0,1,0,1,0,1,1
42,1931,1,0,1,0,1,0,1,1
42,1877,0,0,0,1,1,0,1,1
42,1824,1,0,0,1,1,0,1,1
42,1771,1,1,1,0,1,0,1,1
42,1719,0,0,0,0,0,1,1,1
42,1668,1,0,0,0,0,1,1,1
42,1617,0,0,1,1,1,0,1,1
42,1567,0,1,0,0,0,1,1,1
42,1518,1,1,0,0,0,1,1,1
42,1469,0,0,1,0,0,1,1,1
42,1421,1,0,1,0,0,1,1,1
41,1374,0,0,0,1,0,1,1,1
41,1327,1,0,0,1,0,1,1,1
41,1281,1,1,1,0,0,1,1,1
41,1236,0,0,0,0,1,1,1,1
41,1191,1,0,0,0,1,1,1,1
41,1147,0,0,1,1,0,1,1,1
41,1104,0,1,0,0,1,1,1,1
41,1061,1,1,0,0,1,1,1,1
41,1019,0,0,1,0,1,1,1,1
41,978,1,0,1,0,1,1,1,1
41,937,0,0,0,1,1,1,1,1
41,897,1,0,0,1,1,1,1,1
41,858,1,1,1,0,1,1,1,1
41,819,0,0,0,0,0,1,0,2
41,781,1,0,0,0,0,1,0,2
40,744,0,0,1,1,1,1,1,1
40,707,0,1,0,0,0,1,0,2
40,671,1,1,0,0,0,1,0,2
40,636,0,0,1,0,0,1,0,2
40,601,1,0,1,0,0,1,0,2
40,567,0,0,0,1,0,1,0,2
40,534,1,0,0,1,0,1,0,2
40,501,1,1,1,0,0,1,0,2
40,469,0,0,0,0,0,0,1,2
40,438,1,0,0,0,0,0,1,2
40,407,0,0,1,1,0,1,0,2
40,377,0,1,0,0,0,0,1,2
40,348,1,1,0,0,0,0,1,2
40,319,0,0,1,0,0,0,1,2
40,291,1,0,1,0,0,0,1,2
40,264,0,0,0,1,0,0,1,2
39,237,1,0,0,1,0,0,1,2
39,211,1,1,1,0,0,0,1,2
39,186,0,0,0,0,1,0,1,2
39,161,1,0,0,0,1,0,1,2
39,137,0,0,1,1,0,0,1,2
39,114,0,1,0,0,1,0,1,2
39,91,1,1,0,0,1,0,1,2
39,69,0,0,1,0,1,0,1,2
39,48,1,0,1,0,1,0,1,2
39,27,0,0,0,1,1,0,1,2
39,7,1,0,0,1,1,0,1,2
39,0,1,1,1,0,1,0,1,2
39,0,0,0,0,0,0,1,1,2
39,0,1,0,0,0,0,1,1,2
39,0,0,0,1,1,1,0,1,2
39,0,0,1,0,0,0,1,1,2
39,0,1,1,0,0,0,1,1,2
38,0,0,0,1,0,0,1,1,2
38,0,1,0,1,0,0,1,1,2
38,0,0,0,0,1,0,1,1,2
38,0,1,0,0,1,0,1,1,2
38,0,1,1,1,0,0,1,1,2
38,0,0,0,0,0,1,1,1,2
38,0,1,0,0,0,1,1,1,2
38,0,0,0,1,1,0,1,1,2
38,0,0,1,0,0,1,1,1,2
38,0,1,1,0,0,1,1,1,2
38,0,0,0,1,0,1,1,1,2
38,0,1,0,1,0,1,1,1,2
38,0,0,0,0,1,1,1,1,2
38,0,1,0,0,1,1,1,1,2
38,0,1,1,1,0,1,1,1,2
38,0,0,0,0,0,0,1,0,3
38,0,1,0,0,0,0,1,0,3
38,0,0,0,1,1,1,1,1,2
37,0,0,1,0,0,0,1,0,3
37,0,1,1,0,0,0,1,0,3
37,0,0,0,1,0,0,1,0,3
37,0,1,0,1,0,0,1,0,3
37,0,0,0,0,1,0,1,0,3
37,0,1,0,0,1,0,1,0,3
37,0,1,1,1,0,0,1,0,3
37,0,0,0,0,0,0,0,1,3
37,0,1,0,0,0,0,0,1,3
37,0,0,0,1,1,0,1,0,3
37,0,0,1,0,0,0,0,1,3
37,0,1,1,0,0,0,0,1,3
37,0,0,0,1,0,0,0,1,3
37,0,1,0,1,0,0,0,1,3
37,0,0,0,0,1,0,0,1,3
37,0,1,0,0,1,0,0,1,3
37,0,1,1,1,0,0,0,1,3
37,0,0,0,0,0,1,0,1,3
37,0,1,0,0,0,1,0,1,3
36,0,0,0,1,1,0,0,1,3
36,0,0,1,0,0,1,0,1,3
36,0,1,1,0,0,1,0,1,3
36,0,0,0,1,0,1,0,1,3
36,0,1,0,1,0,1,0,1,3
36,0,0,0,0,1,1,0,1,3
36,0,1,0,0,1,1,0,1,3
36,0,1,1,1,0,1,0,1,3
36,0,0,0,0,0,0,0,0,4
36,0,1,0,0,0,0,0,0,4
36,0,0,0,1,1,1,0,1,3
36,0,0,1,0,0,0,0,0,4
36,0,1,1,0,0,0,0,0,4
36,0,0,0,1,0,0,0,0,4
36,0,1,0,1,0,0,0,0,4
36,0,0,0,0,1,0,0,0,4
36,0,1,0,0,1,0,0,0,4
36,0,1,1,1,0,0,0,0,4
36,0,0,0,0,0,1,0,0,4
36,0,1,0,0,0,1,0,0,4
36,0,0,0,1,1,0,0,0,4
35,0,0,1,0,0,1,0,0,4
35,0,1,1,0,0,1,0,0,4
35,0,0,0,1,0,1,0,0,4
35,0,1,0,1,0,1,0,0,4
35,0,0,0,0,1,1,0,0,4
35,0,1,0,0,1,1,0,0,4
35,0,1,1,1,0,1,0,0,4
35,0,0,0,0,0,0,1,0,4
35,0,1,0,0,0,0,1,0,4
35,0,0,0,1,1,1,0,0,4
35,0,0,1,0,0,0,1,0,4
35,0,1,1,0,0,0,1,0,4
35,0,0,0,1,0,0,1,0,4
35,0,1,0,1,0,0,1,0,4
35,0,0,0,0,1,0,1,0,4
35,0,1,0,0,1,0,1,0,4
35,0,1,1,1,0,0,1,0,4
35,0,0,0,0,0,0,0,1,4
35,0,1,0,0,0,0,0,1,4
35,0,0,0,1,1,0,1,0,4
35,0,0,1,0,0,0,0,1,4
35,0,1,1,0,0,0,0,1,4
35,0,0,0,1,0,0,0,1,4
35,0,1,0,1,0,0,0,1,4
35,0,0,0,0,1,0,0,1,4
35,0,1,0,0,1,0,0,1,4
35,0,1,1,1,0,0,0,1,4
35,0,0,0,0,0,1,0,1,4
35,0,1,0,0,0,1,0,1,4
